"codine","CA","CP","src_indx"
43078,9,43,3880
43079,9,43,2727
43080,9,43,1804
43081,9,43,3295
43082,9,43,2841
43083,9,43,859
43084,9,43,3360
43085,9,43,1789
43086,9,43,5983
43088,9,43,4933
43089,9,43,2230
43090,9,43,4300
43091,9,43,769
43092,9,43,6322
43093,9,43,5762
43094,9,43,5222
43095,9,43,5303
43096,9,43,731
43097,9,43,2785
43098,9,43,2461
43099,9,43,2264
43100,9,43,5525
43101,9,43,693
43102,9,43,2962
43103,9,43,4054
43104,9,43,5187
43105,9,43,1216
43106,9,43,3875
43107,9,43,2675
43108,9,43,4875
43109,9,43,5118
43110,9,43,2155
43111,9,43,5089
43112,9,43,2170
43113,9,43,2965
43114,9,43,2538
43115,9,43,1137
43116,9,43,3088
43117,9,43,975
43118,9,43,3365
43119,9,43,3778
43120,9,43,2834
43121,9,43,3537
43122,9,43,482
43123,9,43,6896
43124,9,43,3173
43125,9,43,4060
43126,9,43,4433
43127,9,43,3924
43128,9,43,4075
43129,9,43,5896
43130,9,43,1624
43131,9,43,5866
43132,9,43,2679
43133,9,43,6077
43134,9,43,2239
43135,9,43,2744
43136,9,43,6429
43137,9,43,4945
43138,9,43,5425
43139,9,43,5155
43140,9,43,5262
43141,9,43,517
43142,9,43,4406
43144,9,43,4376
43145,9,43,5756
43147,9,43,3100
43148,9,43,6908
43149,9,43,3594
43150,9,43,4497
43151,9,43,418
43152,9,43,3159
43153,9,43,6432
43154,9,43,846
43155,9,43,6744
43156,9,43,5959
43157,9,43,2432
43158,9,43,332
43159,9,43,7058
43160,9,43,4417
43161,9,43,6652
43162,9,43,5808
43163,9,43,6759
43164,9,43,2263
43165,9,43,3455
43166,9,43,4783
43167,9,43,2865
43168,9,43,346
43169,9,43,3011
43170,9,43,4066
43171,9,43,6595
43172,9,43,2645
43173,9,43,527
43174,9,43,1301
43175,9,43,3222
43176,9,43,3736
43177,9,43,2592
43178,9,43,4597
43901,9,43,6317
43902,9,43,5323
43903,9,43,5317
43904,9,43,5540
43905,9,43,6666
43906,9,43,5269
43907,9,43,5779
44003,2,44,7078
44004,2,44,3077
44006,2,44,1985
44007,2,44,1352
44008,2,44,4703
44009,2,44,3868
44010,2,44,1758
44012,2,44,2658
44013,2,44,6464
44014,2,44,5327
44016,2,44,3007
44017,2,44,2140
44021,2,44,301
44022,2,44,3138
44025,2,44,6068
44026,2,44,55
44027,2,44,1131
44028,2,44,1293
44029,2,44,3510
44031,2,44,385
44033,2,44,2149
44034,2,44,738
44035,2,44,524
44037,2,44,2937
44038,2,44,337
44039,2,44,1655
44040,2,44,1551
44042,2,44,759
44043,2,44,358
44044,2,44,368
44045,2,44,2552
44047,2,44,1752
44049,2,44,3863
44050,2,44,5567
44051,2,44,5438
44053,2,44,395
44054,2,44,565
44055,2,44,203
44056,2,44,3236
44059,2,44,3284
44061,2,44,38
44063,2,44,57
44066,2,44,515
44067,2,44,909
44068,2,44,3460
44071,2,44,3404
44074,2,44,3031
44075,2,44,2367
44076,2,44,5107
44077,2,44,152
44080,2,44,2145
44082,2,44,87
44084,2,44,7147
44086,2,44,2944
44087,2,44,7039
44090,2,44,86
44092,2,44,7069
44093,2,44,606
44094,2,44,348
44096,2,44,1169
44097,2,44,961
44099,2,44,3698
44100,2,44,1593
44103,2,44,853
44105,2,44,20
44106,2,44,1270
44107,2,44,1715
44108,2,44,2620
44109,2,44,670
44111,2,44,214
44112,2,44,2889
44113,2,44,377
44114,2,44,1910
44115,2,44,827
44116,2,44,321
44117,2,44,2336
44118,2,44,1268
44119,2,44,520
44120,2,44,1423
44122,2,44,4522
44123,2,44,648
44126,2,44,2614
44133,2,44,7081
44135,2,44,569
44137,2,44,1718
44138,2,44,828
44141,2,44,774
44143,2,44,2873
44144,2,44,2398
44145,2,44,4166
44146,2,44,1684
44147,2,44,2906
44148,2,44,201
44149,2,44,357
44151,2,44,1723
44153,2,44,5017
44154,2,44,2231
44155,2,44,4160
44158,2,44,4390
44160,2,44,2999
44161,2,44,3094
44163,2,44,647
44165,2,44,1243
44168,2,44,1234
44169,2,44,2466
44171,2,44,1484
44172,2,44,2482
44173,2,44,285
44174,2,44,2891
44175,2,44,636
44176,2,44,1002
44177,2,44,422
44179,2,44,2650
44182,2,44,1610
44185,2,44,511
44187,2,44,1522
44191,2,44,3702
44192,2,44,2820
44193,2,44,490
44194,2,44,686
44195,2,44,123
44196,2,44,886
44198,2,44,1447
44200,2,44,7007
44201,2,44,3283
44205,2,44,3540
44206,2,44,864
44207,2,44,1033
44209,2,44,3901
44210,2,44,3905
44212,2,44,6965
44215,2,44,1042
44216,2,44,6755
44219,2,44,1324
44220,2,44,868
44221,2,44,2449
44222,2,44,562
44225,2,44,593
44226,2,44,1125
44228,2,44,439
44229,2,44,796
44230,2,44,1065
44232,2,44,2666
44235,2,44,230
44237,2,44,2716
44238,2,44,5234
44240,2,44,1182
44241,2,44,3107
44244,2,44,95
44245,2,44,1914
44246,2,44,4838
44247,2,44,2233
44251,2,44,1980
44257,2,44,1160
44260,2,44,1139
44261,2,44,3578
44262,2,44,754
44263,2,44,2580
44264,2,44,2049
44265,2,44,1810
44266,2,44,578
45001,8,45,4851
45002,8,45,5314
45003,8,45,3309
45004,8,45,3318
45005,8,45,1889
45006,8,45,4670
45007,8,45,3589
45008,8,45,1215
45009,8,45,3082
45010,8,45,2696
45011,8,45,2131
45012,8,45,3525
45013,8,45,4920
45014,8,45,5717
45015,8,45,3414
45016,8,45,5768
45017,8,45,1811
45018,8,45,3311
45019,8,45,6186
45020,8,45,4498
45021,8,45,5312
45022,8,45,2636
45023,8,45,5051
45024,8,45,4253
45025,8,45,4588
45026,8,45,1917
45027,8,45,2591
45028,8,45,5592
45029,8,45,1548
45030,8,45,2859
45031,8,45,5398
45032,8,45,2975
45033,8,45,2492
45034,8,45,4572
45035,8,45,2221
45036,8,45,3469
45037,8,45,4748
45038,8,45,5539
45039,8,45,1776
45040,8,45,4754
45041,8,45,5747
45042,8,45,1204
45043,8,45,3704
45045,8,45,4529
45046,8,45,5382
45047,8,45,5278
45048,8,45,2535
45049,8,45,2584
45050,8,45,3108
45051,8,45,4850
45052,8,45,5476
45053,8,45,6251
45054,8,45,5841
45055,8,45,4326
45056,8,45,5463
45057,8,45,1623
45058,8,45,2588
45059,8,45,4867
45060,8,45,1458
45061,8,45,5285
45062,8,45,4339
45063,8,45,2874
45064,8,45,5731
45065,8,45,1868
45066,8,45,6271
45067,8,45,5261
45068,8,45,871
45069,8,45,4905
45070,8,45,4548
45071,8,45,4861
45072,8,45,3468
45073,8,45,2443
45074,8,45,2501
45075,8,45,1140
45076,8,45,3421
45077,8,45,3186
45078,8,45,4586
45079,8,45,2437
45081,8,45,6643
45082,8,45,4322
45083,8,45,2951
45084,8,45,5157
45085,8,45,4831
45086,8,45,3062
45087,8,45,6269
45088,8,45,5176
45089,8,45,4686
45090,8,45,2555
45091,8,45,2797
45092,8,45,1863
45093,8,45,896
45094,8,45,2714
45095,8,45,3712
45096,8,45,4114
45097,8,45,4117
45098,8,45,5182
45099,8,45,5633
45100,8,45,1410
45101,8,45,5719
45102,8,45,5623
45103,8,45,2677
45104,8,45,2861
45105,8,45,2525
45106,8,45,6222
45107,8,45,5511
45108,8,45,3098
45109,8,45,5478
45110,8,45,4839
45112,8,45,5015
45113,8,45,4966
45114,8,45,3162
45115,8,45,5361
45116,8,45,3688
45117,8,45,3738
45118,8,45,5128
45119,8,45,5631
45120,8,45,835
45121,8,45,6259
45122,8,45,5938
45123,8,45,5465
45124,8,45,5058
45125,8,45,5111
45126,8,45,2179
45127,8,45,3575
45128,8,45,5277
45129,8,45,780
45130,8,45,2358
45131,8,45,2164
45132,8,45,4988
45133,8,45,5456
45134,8,45,4814
45135,8,45,5807
45136,8,45,6080
45137,8,45,4846
45138,8,45,4213
45139,8,45,1472
45140,8,45,4437
45141,8,45,4049
45142,8,45,6328
45143,8,45,4475
45144,8,45,3850
45145,8,45,5496
45146,8,45,7005
45147,8,45,3403
45148,8,45,2165
45149,8,45,3288
45150,8,45,2860
45151,8,45,3458
45152,8,45,3452
45153,8,45,4793
45154,8,45,4551
45155,8,45,2756
45156,8,45,5602
45157,8,45,5163
45158,8,45,5294
45159,8,45,102
45160,8,45,4128
45161,8,45,6529
45162,8,45,3466
45163,8,45,6291
45164,8,45,1225
45165,8,45,6883
45166,8,45,4842
45167,8,45,4736
45168,8,45,6878
45169,8,45,1665
45170,8,45,1700
45171,8,45,4511
45172,8,45,3501
45173,8,45,6363
45174,8,45,2369
45175,8,45,3505
45176,8,45,5691
45177,8,45,5149
45179,8,45,3234
45180,8,45,5484
45181,8,45,5100
45182,8,45,4129
45183,8,45,5264
45184,8,45,1291
45185,8,45,6230
45186,8,45,5473
45187,8,45,5714
45188,8,45,5469
45189,8,45,3616
45190,8,45,2919
45191,8,45,3263
45192,8,45,5367
45193,8,45,3423
45195,8,45,5048
45196,8,45,4536
45197,8,45,4997
45198,8,45,5014
45199,8,45,5419
45200,8,45,5879
45201,8,45,5681
45202,8,45,5688
45203,8,45,5376
45204,8,45,3495
45205,8,45,6236
45901,8,45,3808
46001,10,46,4042
46002,10,46,4294
46003,10,46,4013
46004,10,46,4922
46005,10,46,6710
46006,10,46,5850
46007,10,46,6444
46008,10,46,5304
46009,10,46,5424
46010,10,46,3913
46011,10,46,6267
46012,10,46,4034
46013,10,46,6620
46014,10,46,5433
46015,10,46,6161
46016,10,46,4184
46017,10,46,6802
46018,10,46,3348
46019,10,46,6284
46020,10,46,5689
46021,10,46,6715
46022,10,46,6575
46023,10,46,2376
46024,10,46,2862
46025,10,46,5226
46026,10,46,4337
46027,10,46,4094
46028,10,46,2825
46029,10,46,6685
46030,10,46,3816
46031,10,46,6371
46032,10,46,5980
46033,10,46,1873
46034,10,46,4857
46035,10,46,6094
46036,10,46,3326
46037,10,46,4311
46038,10,46,2286
46039,10,46,5026
46040,10,46,4217
46041,10,46,2377
46042,10,46,5590
46043,10,46,971
46044,10,46,5726
46045,10,46,4388
46046,10,46,4125
46047,10,46,3246
46048,10,46,5586
46049,10,46,2086
46050,10,46,822
46051,10,46,6268
46052,10,46,3033
46053,10,46,3218
46054,10,46,6424
46055,10,46,4519
46056,10,46,1381
46057,10,46,3026
46058,10,46,4794
46059,10,46,4402
46060,10,46,6307
46061,10,46,2544
46062,10,46,5874
46063,10,46,4820
46064,10,46,3150
46065,10,46,4643
46066,10,46,4414
46067,10,46,4830
46068,10,46,2348
46069,10,46,1018
46070,10,46,6596
46071,10,46,2847
46072,10,46,5548
46073,10,46,4262
46074,10,46,5297
46075,10,46,991
46076,10,46,3427
46077,10,46,6197
46078,10,46,6769
46079,10,46,2558
46080,10,46,4207
46081,10,46,6382
46082,10,46,5817
46083,10,46,6573
46084,10,46,4678
46085,10,46,6433
46086,10,46,7062
46087,10,46,661
46088,10,46,1345
46089,10,46,5072
46090,10,46,4844
46091,10,46,825
46092,10,46,1822
46093,10,46,5035
46094,10,46,6679
46095,10,46,3332
46096,10,46,2324
46097,10,46,3761
46098,10,46,5255
46099,10,46,3731
46100,10,46,2236
46101,10,46,3843
46102,10,46,6654
46103,10,46,4319
46104,10,46,4915
46105,10,46,6615
46106,10,46,4452
46107,10,46,5032
46108,10,46,2933
46109,10,46,6103
46110,10,46,6707
46111,10,46,6428
46112,10,46,3226
46113,10,46,5180
46114,10,46,3237
46115,10,46,2692
46116,10,46,6482
46117,10,46,3034
46118,10,46,5722
46119,10,46,3723
46120,10,46,4194
46121,10,46,363
46122,10,46,5316
46123,10,46,4904
46124,10,46,3739
46125,10,46,3770
46126,10,46,5942
46127,10,46,5451
46128,10,46,4759
46129,10,46,3239
46130,10,46,3886
46131,10,46,6864
46132,10,46,5070
46133,10,46,3301
46134,10,46,5250
46135,10,46,6356
46136,10,46,5268
46137,10,46,2346
46138,10,46,2471
46139,10,46,5840
46140,10,46,2665
46141,10,46,2710
46142,10,46,3685
46143,10,46,5835
46144,10,46,3434
46145,10,46,6698
46146,10,46,4825
46147,10,46,6629
46148,10,46,4526
46149,10,46,2887
46150,10,46,4943
46151,10,46,3568
46152,10,46,629
46153,10,46,2893
46154,10,46,3874
46155,10,46,4097
46156,10,46,5059
46157,10,46,5440
46158,10,46,4100
46159,10,46,6717
46160,10,46,4975
46161,10,46,4557
46162,10,46,4411
46163,10,46,4853
46164,10,46,6437
46165,10,46,6128
46166,10,46,6240
46167,10,46,2503
46168,10,46,4952
46169,10,46,6799
46170,10,46,5584
46171,10,46,6601
46172,10,46,5948
46173,10,46,4524
46174,10,46,4113
46175,10,46,3134
46176,10,46,5078
46177,10,46,5854
46178,10,46,5802
46179,10,46,5220
46180,10,46,3523
46181,10,46,6675
46182,10,46,4382
46183,10,46,6085
46184,10,46,6763
46185,10,46,2587
46186,10,46,6647
46187,10,46,4508
46188,10,46,3756
46189,10,46,2974
46190,10,46,6848
46191,10,46,5114
46192,10,46,3705
46193,10,46,6272
46194,10,46,6564
46195,10,46,5054
46196,10,46,882
46197,10,46,4958
46198,10,46,3703
46199,10,46,6025
46200,10,46,4949
46201,10,46,6972
46202,10,46,6603
46203,10,46,5568
46204,10,46,6134
46205,10,46,6550
46206,10,46,3255
46207,10,46,6107
46208,10,46,4260
46209,10,46,4950
46210,10,46,2390
46211,10,46,4792
46212,10,46,4833
46213,10,46,6581
46214,10,46,6579
46215,10,46,4564
46216,10,46,5921
46217,10,46,3948
46218,10,46,4081
46219,10,46,1000
46220,10,46,6843
46221,10,46,2504
46222,10,46,2596
46223,10,46,6210
46224,10,46,1044
46225,10,46,2403
46227,10,46,3985
46228,10,46,5271
46229,10,46,4239
46230,10,46,6533
46231,10,46,5335
46232,10,46,3964
46233,10,46,5645
46234,10,46,2363
46235,10,46,6691
46236,10,46,4028
46237,10,46,6152
46238,10,46,6505
46239,10,46,3117
46240,10,46,1851
46241,10,46,2708
46242,10,46,2483
46243,10,46,7071
46244,10,46,6869
46245,10,46,2957
46246,10,46,4055
46247,10,46,4009
46248,10,46,5902
46249,10,46,6324
46250,10,46,6953
46251,10,46,5254
46252,10,46,719
46253,10,46,631
46254,10,46,4220
46255,10,46,5526
46256,10,46,6151
46257,10,46,5992
46258,10,46,5385
46259,10,46,3110
46260,10,46,5227
46261,10,46,4720
46262,10,46,1525
46263,10,46,2629
46902,10,46,2439
46903,10,46,5945
46904,10,46,3666
47001,7,47,6995
47003,7,47,1832
47004,7,47,4270
47005,7,47,3238
47006,7,47,1394
47007,7,47,5555
47009,7,47,245
47010,7,47,6439
47011,7,47,3112
47012,7,47,701
47013,7,47,335
47015,7,47,1750
47016,7,47,7139
47017,7,47,1255
47018,7,47,7038
47019,7,47,83
47020,7,47,1895
47023,7,47,5420
47024,7,47,2014
47025,7,47,474
47027,7,47,5328
47030,7,47,4047
47031,7,47,1357
47032,7,47,829
47033,7,47,1796
47035,7,47,3865
47036,7,47,1815
47037,7,47,1274
47038,7,47,586
47039,7,47,1089
47041,7,47,839
47042,7,47,7036
47043,7,47,2135
47044,7,47,2207
47045,7,47,3659
47046,7,47,709
47047,7,47,1476
47048,7,47,1572
47049,7,47,9
47050,7,47,5605
47051,7,47,2305
47052,7,47,6087
47053,7,47,692
47054,7,47,3392
47055,7,47,1328
47057,7,47,1649
47058,7,47,1311
47059,7,47,398
47060,7,47,1712
47061,7,47,1697
47062,7,47,1127
47063,7,47,291
47064,7,47,7013
47065,7,47,3716
47066,7,47,4244
47067,7,47,1187
47068,7,47,6956
47069,7,47,574
47071,7,47,2671
47073,7,47,618
47074,7,47,955
47075,7,47,5918
47076,7,47,6609
47077,7,47,1877
47078,7,47,1122
47079,7,47,7003
47082,7,47,3776
47083,7,47,7019
47084,7,47,4455
47085,7,47,6589
47086,7,47,5629
47087,7,47,2506
47088,7,47,423
47089,7,47,1094
47090,7,47,5249
47091,7,47,34
47092,7,47,390
47093,7,47,3670
47094,7,47,1111
47096,7,47,736
47097,7,47,2267
47098,7,47,3299
47099,7,47,930
47100,7,47,858
47101,7,47,4714
47102,7,47,1938
47103,7,47,1969
47104,7,47,5407
47105,7,47,1402
47109,7,47,1214
47110,7,47,2762
47111,7,47,3943
47112,7,47,5339
47113,7,47,1028
47114,7,47,5734
47115,7,47,2022
47116,7,47,2699
47117,7,47,2092
47118,7,47,990
47119,7,47,196
47121,7,47,3093
47122,7,47,4941
47123,7,47,2813
47124,7,47,2856
47127,7,47,792
47129,7,47,3903
47130,7,47,162
47131,7,47,1172
47133,7,47,5231
47134,7,47,1117
47135,7,47,1
47138,7,47,1691
47139,7,47,4202
47140,7,47,441
47141,7,47,623
47142,7,47,956
47143,7,47,644
47144,7,47,7144
47145,7,47,3294
47146,7,47,1755
47147,7,47,460
47148,7,47,2867
47150,7,47,2260
47153,7,47,533
47154,7,47,924
47155,7,47,5445
47156,7,47,1024
47157,7,47,3139
47158,7,47,3852
47159,7,47,4004
47160,7,47,2777
47161,7,47,5709
47163,7,47,1961
47164,7,47,2541
47165,7,47,6139
47166,7,47,1888
47167,7,47,1726
47171,7,47,2640
47172,7,47,884
47173,7,47,3822
47174,7,47,1983
47175,7,47,6120
47176,7,47,1502
47177,7,47,181
47178,7,47,1184
47179,7,47,2626
47180,7,47,238
47181,7,47,1211
47182,7,47,4494
47183,7,47,803
47184,7,47,3208
47185,7,47,186
47186,7,47,6943
47187,7,47,211
47188,7,47,397
47189,7,47,951
47190,7,47,267
47191,7,47,148
47192,7,47,373
47193,7,47,4641
47194,7,47,2151
47195,7,47,2763
47197,7,47,3846
47200,7,47,49
47203,7,47,7107
47204,7,47,1885
47205,7,47,2733
47206,7,47,226
47207,7,47,2187
47209,7,47,7143
47210,7,47,2548
47212,7,47,2522
47213,7,47,447
47214,7,47,4528
47215,7,47,7064
47216,7,47,505
47217,7,47,4865
47218,7,47,3999
47220,7,47,1241
47221,7,47,250
47222,7,47,122
47223,7,47,1041
47224,7,47,103
47226,7,47,1134
47228,7,47,2796
47229,7,47,1492
47230,7,47,2088
47231,7,47,5798
47232,7,47,280
48001,16,48,5988
48002,16,48,6184
48003,16,48,6521
48004,16,48,2349
48005,16,48,389
48006,16,48,2122
48007,16,48,2428
48008,16,48,3315
48009,16,48,3650
48010,16,48,2824
48011,16,48,6333
48012,16,48,4983
48013,16,48,6894
48014,16,48,4320
48015,16,48,6792
48016,16,48,5927
48017,16,48,6481
48018,16,48,4031
48019,16,48,5624
48020,16,48,6946
48021,16,48,4479
48022,16,48,5050
48023,16,48,3355
48024,16,48,4090
48025,16,48,3838
48026,16,48,4171
48027,16,48,6689
48028,16,48,3539
48029,16,48,6215
48030,16,48,3408
48031,16,48,2332
48032,16,48,5979
48033,16,48,1577
48034,16,48,6457
48035,16,48,2715
48036,16,48,6699
48037,16,48,3477
48038,16,48,4143
48039,16,48,2042
48040,16,48,4389
48041,16,48,3570
48042,16,48,4461
48043,16,48,5741
48044,16,48,6866
48045,16,48,5885
48046,16,48,6472
48047,16,48,1161
48048,16,48,3050
48049,16,48,3194
48050,16,48,1647
48051,16,48,1590
48052,16,48,4629
48053,16,48,3906
48054,16,48,6713
48055,16,48,5282
48056,16,48,3811
48057,16,48,5991
48058,16,48,3978
48059,16,48,2659
48060,16,48,5636
48061,16,48,3661
48062,16,48,2214
48063,16,48,2442
48064,16,48,3304
48065,16,48,5462
48066,16,48,2302
48067,16,48,4269
48068,16,48,4602
48069,16,48,6475
48070,16,48,3141
48071,16,48,6003
48072,16,48,4091
48073,16,48,6121
48074,16,48,5507
48075,16,48,4947
48076,16,48,2066
48077,16,48,5521
48078,16,48,6809
48079,16,48,2803
48080,16,48,6319
48081,16,48,4923
48082,16,48,6808
48083,16,48,6090
48084,16,48,6693
48085,16,48,6344
48086,16,48,4976
48087,16,48,2771
48088,16,48,972
48089,16,48,5343
48090,16,48,6023
48091,16,48,4231
48092,16,48,3682
48093,16,48,4015
48094,16,48,5506
48095,16,48,5160
48096,16,48,6088
48097,16,48,4416
48901,16,48,5753
48902,16,48,6645
48903,16,48,4937
48904,16,48,5559
48905,16,48,5245
48906,16,48,3690
48907,16,48,2410
48908,16,48,1833
48909,16,48,1343
48910,16,48,5412
48911,16,48,2520
48912,16,48,5073
48913,16,48,4257
48914,16,48,2228
48915,16,48,2344
49002,7,49,7103
49003,7,49,3955
49005,7,49,789
49006,7,49,897
49007,7,49,2330
49008,7,49,2870
49009,7,49,2611
49010,7,49,2331
49011,7,49,1580
49013,7,49,1951
49014,7,49,430
49015,7,49,1681
49016,7,49,1812
49017,7,49,1675
49018,7,49,2158
49019,7,49,1679
49020,7,49,2016
49021,7,49,6546
49022,7,49,2117
49023,7,49,3959
49024,7,49,3511
49025,7,49,1114
49026,7,49,1496
49027,7,49,940
49028,7,49,372
49029,7,49,3314
49031,7,49,762
49032,7,49,2225
49033,7,49,3624
49034,7,49,2683
49035,7,49,1654
49036,7,49,3068
49037,7,49,1354
49038,7,49,284
49039,7,49,2316
49040,7,49,417
49041,7,49,2638
49042,7,49,1672
49043,7,49,2144
49044,7,49,7102
49046,7,49,1975
49047,7,49,380
49048,7,49,741
49050,7,49,3001
49052,7,49,1299
49053,7,49,3907
49054,7,49,3845
49055,7,49,336
49056,7,49,2063
49057,7,49,391
49058,7,49,2276
49059,7,49,130
49061,7,49,737
49062,7,49,616
49063,7,49,2292
49064,7,49,2978
49065,7,49,4233
49066,7,49,2956
49067,7,49,2494
49068,7,49,2815
49069,7,49,2373
49071,7,49,3627
49075,7,49,753
49076,7,49,2279
49077,7,49,1334
49078,7,49,1286
49079,7,49,263
49080,7,49,3439
49081,7,49,4596
49082,7,49,2632
49084,7,49,2026
49085,7,49,4179
49086,7,49,459
49087,7,49,2970
49090,7,49,1446
49091,7,49,1807
49092,7,49,797
49093,7,49,2180
49094,7,49,1808
49095,7,49,2018
49096,7,49,1097
49098,7,49,1489
49099,7,49,369
49100,7,49,2085
49101,7,49,1173
49102,7,49,1399
49103,7,49,2690
49104,7,49,2240
49105,7,49,765
49107,7,49,811
49108,7,49,2846
49109,7,49,3321
49110,7,49,2282
49111,7,49,700
49112,7,49,553
49113,7,49,1087
49115,7,49,1219
49116,7,49,2371
49117,7,49,2786
49118,7,49,1418
49119,7,49,1673
49121,7,49,2465
49122,7,49,3603
49123,7,49,2986
49124,7,49,1839
49125,7,49,4408
49126,7,49,1531
49127,7,49,5083
49128,7,49,3149
49129,7,49,3829
49130,7,49,1285
49131,7,49,2039
49132,7,49,2220
49133,7,49,2152
49134,7,49,1196
49135,7,49,3306
49136,7,49,2301
49137,7,49,1167
49138,7,49,1739
49139,7,49,1175
49141,7,49,2386
49142,7,49,1664
49143,7,49,1636
49145,7,49,1826
49146,7,49,2046
49147,7,49,1911
49148,7,49,1236
49149,7,49,2573
49150,7,49,883
49151,7,49,3389
49152,7,49,3124
49153,7,49,1052
49154,7,49,610
49155,7,49,244
49156,7,49,1663
49157,7,49,992
49158,7,49,1517
49159,7,49,1978
49162,7,49,1273
49163,7,49,1637
49164,7,49,816
49166,7,49,4332
49167,7,49,1453
49168,7,49,74
49170,7,49,271
49171,7,49,3328
49172,7,49,3087
49173,7,49,2468
49174,7,49,867
49175,7,49,1725
49176,7,49,3438
49177,7,49,1919
49178,7,49,3443
49179,7,49,2599
49180,7,49,987
49181,7,49,2380
49183,7,49,133
49184,7,49,1144
49185,7,49,1147
49186,7,49,1734
49187,7,49,4346
49188,7,49,668
49189,7,49,1592
49191,7,49,1993
49192,7,49,894
49193,7,49,2875
49194,7,49,2242
49197,7,49,1080
49199,7,49,1778
49200,7,49,3937
49201,7,49,2077
49202,7,49,1265
49203,7,49,2194
49205,7,49,2499
49206,7,49,3914
49207,7,49,1823
49208,7,49,2547
49209,7,49,2998
49210,7,49,2892
49214,7,49,3490
49216,7,49,957
49219,7,49,6170
49220,7,49,821
49221,7,49,1840
49222,7,49,2513
49223,7,49,3683
49224,7,49,1008
49225,7,49,892
49226,7,49,1874
49227,7,49,2020
49229,7,49,688
49230,7,49,283
49231,7,49,2299
49232,7,49,251
49233,7,49,206
49234,7,49,2526
49235,7,49,2792
49237,7,49,708
49238,7,49,1754
49239,7,49,3442
49240,7,49,1519
49241,7,49,1801
49242,7,49,2897
49243,7,49,294
49245,7,49,1920
49246,7,49,1620
49247,7,49,2721
49248,7,49,1834
49250,7,49,4375
49251,7,49,1112
49252,7,49,2397
49255,7,49,2545
49256,7,49,1990
49257,7,49,1941
49258,7,49,526
49259,7,49,274
49260,7,49,3647
49261,7,49,4579
49262,7,49,2502
49264,7,49,3204
49265,7,49,595
49266,7,49,6976
49267,7,49,173
49268,7,49,2725
49269,7,49,1488
49270,7,49,891
49271,7,49,1326
49273,7,49,1344
49275,7,49,6842
50001,2,50,326
50002,2,50,1422
50003,2,50,793
50004,2,50,3465
50005,2,50,1560
50006,2,50,3998
50008,2,50,5961
50009,2,50,699
50010,2,50,7136
50011,2,50,600
50012,2,50,273
50013,2,50,1721
50014,2,50,1038
50017,2,50,4806
50018,2,50,4356
50020,2,50,3945
50022,2,50,2983
50023,2,50,1607
50024,2,50,3380
50025,2,50,6033
50026,2,50,2896
50027,2,50,1717
50028,2,50,365
50029,2,50,3397
50030,2,50,1252
50031,2,50,1098
50032,2,50,2255
50034,2,50,4037
50036,2,50,131
50037,2,50,622
50038,2,50,4691
50039,2,50,3166
50040,2,50,48
50043,2,50,1946
50044,2,50,1930
50045,2,50,4403
50046,2,50,1406
50050,2,50,118
50051,2,50,3834
50052,2,50,6996
50053,2,50,3660
50055,2,50,5654
50056,2,50,2752
50057,2,50,4514
50059,2,50,3805
50060,2,50,1387
50061,2,50,1634
50062,2,50,4858
50064,2,50,2830
50066,2,50,5252
50067,2,50,6580
50068,2,50,5142
50071,2,50,655
50072,2,50,980
50073,2,50,5349
50074,2,50,6187
50075,2,50,7061
50076,2,50,200
50077,2,50,1602
50078,2,50,1870
50079,2,50,1922
50081,2,50,3158
50082,2,50,242
50085,2,50,1164
50086,2,50,1471
50088,2,50,2275
50089,2,50,6214
50090,2,50,1025
50092,2,50,2571
50093,2,50,588
50094,2,50,4813
50095,2,50,6479
50098,2,50,1437
50099,2,50,5593
50100,2,50,2312
50101,2,50,3897
50102,2,50,4032
50104,2,50,2401
50105,2,50,2203
50106,2,50,626
50107,2,50,4099
50109,2,50,60
50110,2,50,2536
50111,2,50,1191
50113,2,50,3637
50114,2,50,916
50115,2,50,5573
50116,2,50,1643
50117,2,50,664
50118,2,50,5101
50119,2,50,3972
50121,2,50,2176
50122,2,50,7146
50123,2,50,2942
50124,2,50,2913
50125,2,50,2594
50126,2,50,5244
50129,2,50,2099
50130,2,50,2742
50131,2,50,1696
50132,2,50,3645
50133,2,50,440
50134,2,50,485
50135,2,50,334
50136,2,50,3310
50137,2,50,4112
50139,2,50,2283
50140,2,50,910
50141,2,50,290
50143,2,50,3508
50146,2,50,1527
50147,2,50,3786
50148,2,50,2200
50150,2,50,3598
50151,2,50,3424
50152,2,50,4648
50153,2,50,3996
50154,2,50,696
50155,2,50,307
50156,2,50,1925
50157,2,50,2190
50159,2,50,3855
50160,2,50,5333
50161,2,50,414
50162,2,50,1054
50163,2,50,5685
50164,2,50,2597
50165,2,50,4898
50166,2,50,1901
50167,2,50,1256
50169,2,50,2486
50170,2,50,2543
50171,2,50,199
50172,2,50,857
50173,2,50,810
50174,2,50,306
50175,2,50,4052
50176,2,50,1632
50177,2,50,2325
50178,2,50,2384
50179,2,50,1745
50180,2,50,120
50181,2,50,4215
50182,2,50,5667
50183,2,50,2560
50184,2,50,551
50185,2,50,965
50189,2,50,3792
50190,2,50,3618
50191,2,50,2968
50192,2,50,2038
50193,2,50,3484
50194,2,50,231
50196,2,50,476
50199,2,50,2491
50200,2,50,3260
50201,2,50,2940
50202,2,50,880
