id,Y,M,O,Total
46184,10806,21393,3456,35655
46186,7896,13372,3589,24857
46190,11894,38775,16171,66840
46191_AM,2027,4588,1164,7779
46193,2350,6648,2061,11059
46194,6341,12424,2392,21157
46199,1875,4669,1440,7984
46200_AM,1732,3920,992,6644
46202,8254,14897,3792,26943
46203_AM,1671,4060,995,6726
46204,2800,5167,1240,9207
46205,5161,11771,3243,20175
46207,2313,5410,1273,8996
46211_AM,2449,5657,1828,9934
46213,7098,13245,1237,21580
46214_AM,7024,14023,4160,25207
46216,2094,4019,831,6944
46218_AM,1260,2877,753,4890
4622001_AD,4342,10088,2595,17025
4622004_AD,2168,4991,1247,8406
4622006,3865,9281,2344,15490
4622007,5303,12734,3216,21253
46223,2670,5778,1631,10079
46228_AM,2431,5037,1318,8786
46230,4951,10248,2864,18063
46231_AM,1406,2802,738,4946
46233,1694,3076,508,5278
46235,7947,15029,4773,27749
46237,2404,4749,1542,8695
46238,5669,10479,2226,18374
4624401,4823,10626,2624,18073
4624402,2379,5242,1294,8915
4624403,9799,21589,5333,36721
4624404,4371,9660,2393,16424
46248,1947,4706,1394,8047
46249,2618,6467,2830,11915
4625001,7065,13689,4116,24870
4625002,11395,22078,6638,40111
4625003,12967,25122,7553,45642
4625004,10499,19810,5447,35756
4625005,12370,23966,7206,43542
4625006,7572,14671,4411,26654
4625007,13605,25773,6676,46054
4625008,16320,30953,8085,55358
4625009,14237,27584,8294,50115
4625010,20017,38782,11661,70460
4625011,15229,29505,8871,53605
4625012,17335,33585,10098,61018
4625013,8790,17501,5144,31435
4625014,7203,13955,4196,25354
4625015,13770,28752,8124,50646
4625016,12392,24010,7219,43621
4625017,1709,3754,1124,6587
4625018,3444,7625,2085,13154
4625019,5578,11104,3235,19917
46254_AM,1072,2543,541,4156
46255_AM,1552,3588,997,6137
46256,2534,6459,1924,10917
46257,2002,4576,1092,7670
46258_AM,1665,4516,1342,7523
46261_AM,1425,3269,1076,5770
46903,2510,5860,1142,9512
47004_AM,1398,3170,919,5487
47007_AM,1789,4267,1263,7319
47010,5658,11711,2100,19469
47023_AM,1565,3185,830,5580
47030_AM,1349,2937,736,5022
47050,1202,2969,762,4933
47052,2207,4811,1479,8497
47071_AM,1633,3698,915,6246
47075,1840,3298,975,6113
47076,6397,13560,2710,22667
47085,7573,12601,1260,21434
47086_AM,1579,3234,845,5658
47090_AM,1914,4358,934,7206
47101_AM,1604,3241,810,5655
47104_AM,1411,3188,816,5415
47112_AM,1368,3053,881,5302
47114,1393,2990,963,5346
47129_AM,1437,3160,649,5246
47139_AM,1291,3046,880,5217
47155_AM,2335,4694,993,8022
47161,1567,3091,741,5399
47165,2319,5666,1295,9280
47173_AM,1663,3647,889,6199
47175_AM,3400,7225,1725,12350
4718601,1074,2026,565,3665
4718602,4111,7750,2162,14023
4718603,2094,3948,1101,7143
4718604,12280,23367,6532,42179
4718605,1364,2573,717,4654
4718606,10685,20262,5677,36624
4718607,5769,10876,3033,19678
4718608,9596,18349,4822,32767
4718609,3005,5666,1580,10251
4718610,20168,38537,10004,68709
4718611,14844,28343,7507,50694
4718612,1663,3144,831,5638
47197_AM,1544,3273,764,5581
47214_AM,1465,3233,857,5555
47217_AM,1480,2885,639,5004
47231,1853,3759,621,6233
48001_AM,2542,5160,1119,8821
48002,2793,5459,1592,9844
48003,4875,10845,2796,18516
48011,2445,6778,2749,11972
48012_AM,1481,2967,672,5120
4801301,1809,4055,1143,7007
4801302,3579,7684,2186,13449
4801303,1778,3987,1124,6889
4801304,2757,5554,1624,9935
4801305,3659,8201,2313,14173
4801306,3622,8122,2265,14009
4801307,2204,4947,1350,8501
4801308,2369,5353,1472,9194
4801309,3137,7032,1983,12152
48015,11238,25022,4030,40290
48016,2031,4184,773,6988
48017,4131,7943,1590,13664
48018_AM,1272,2804,606,4682
48019_AM,1471,2852,623,4946
4802001,11564,29258,5059,45881
4802002,8785,22008,4107,34900
4802003,6571,16255,2611,25437
4802004,10030,25253,4323,39606
4802005,15007,38174,6708,59889
4802006,12384,31457,5402,49243
4802007,11514,29206,5079,45799
4802008,7844,19799,3521,31164
48022_AM,1176,2737,784,4697
48026_AM,2190,4653,1014,7857
48027,7058,16845,4474,28377
48029,3054,7055,882,10991
48032,2173,4402,708,7283
48034,4152,8652,2320,15124
48036,7441,15515,5563,28519
48038_AM,1249,2678,601,4528
48043,1645,3876,691,6212
4804401,4331,8005,1805,14141
4804402,11580,21252,4663,37495
4804403,7966,14676,3213,25855
48045_AM,3225,6867,1441,11533
48046,5028,9933,1695,16656
48054,10396,18366,2175,30937
48057,1997,3924,1261,7182
48060_AM,1844,3277,476,5597
48065_AM,1345,3101,898,5344
48068_AM,1738,3993,1015,6746
48069,5067,9483,2941,17491
48071_AM,2381,5141,1350,8872
48073,2281,5059,1119,8459
48074,1059,2513,775,4347
48075_AM,1692,3491,644,5827
48077_AM,1660,3701,910,6271
48078,13363,26253,5710,45326
48080,3282,7360,1470,12112
48082,11658,27651,5371,44680
48083,2394,4940,1309,8643
48084,7734,15059,4326,27119
48085,3111,8170,2168,13449
48086_AM,963,2447,299,3709
48089_AM,1934,4223,1146,7303
48090,2266,4324,1192,7782
48094_AM,2454,5240,1440,9134
48095_AM,1196,2824,698,4718
48096,2542,4777,1030,8349
48901,1211,3393,1303,5907
48902,6399,14251,3021,23671
48904_AM,1804,3926,1062,6792
48905_AM,1878,4279,1079,7236
48906_AM,1156,2561,547,4264
48910_AM,1381,3160,712,5253
49003_AM,1487,3300,819,5606
49021,5011,11112,2426,18549
49054_AM,1780,3912,1006,6698
49065_AM,1444,3170,765,5379
49071_AM,1449,3164,816,5429
49081_AM,1445,3344,844,5633
49127_AM,2432,5770,1575,9777
49129_AM,1772,3815,830,6417
49151_AM,1615,3688,937,6240
49166_AM,1636,3499,798,5933
49178_AM,1872,4115,904,6891
49187_AM,1484,3126,736,5346
49193_AM,1538,3404,776,5718
49200_AM,1443,3349,836,5628
49206_AM,1494,3364,740,5598
49219_AM,2399,5930,1297,9626
49250_AM,1513,3384,722,5619
4927501,4351,10455,3190,17996
4927502,4657,11139,3350,19146
4927503,1461,3500,1061,6022
4927504,1542,3695,1117,6354
4927505,3005,7068,2006,12079
50008_AM,2181,5834,1030,9045
50018_AM,1294,3179,891,5364
50025,1487,4860,1665,8012
50034_AM,1455,3216,794,5465
50038_AM,1339,3048,843,5230
50055_AM,1527,3353,738,5618
50062_AM,923,3233,1152,5308
50067,1346,13785,5692,20823
50073_AM,1150,2969,852,4971
50074,112,4420,5213,9745
50089_AM,1308,7883,7513,16704
50094_AM,1187,3101,1015,5303
50095_AM,5069,10971,2743,18783
50099_AM,1521,4918,1785,8224
50115,192,3056,1507,4755
50118_AM,1701,3729,1180,6610
50126_AM,1409,3549,992,5950
50130_AM,893,2291,689,3873
50150_AM,916,2393,753,4062
50159_AM,1004,2528,740,4272
50160_AM,2049,4403,1017,7469
50163_AM,865,3594,1748,6207
50165_AM,1171,3290,2561,7022
50181_AM,1111,2695,690,4496
50182,930,3091,2575,6596
50204_AM,1518,3047,756,5321
50208_AM,1450,3193,988,5631
50209_AM,1068,3900,1858,6826
50219,1314,4069,1334,6717
50222_AM,983,2971,1027,4981
50225_AM,1066,2556,555,4177
50230_AM,2017,4363,1077,7457
50235_AM,852,2605,1800,5257
50240_AM,1378,2959,724,5061
50251_AM,2412,6370,3439,12221
50252,2175,3930,1009,7114
50272,3777,9874,4827,18478
50288,1044,3078,1266,5388
5029701,5388,17063,18860,41311
5029702,6338,20071,22184,48593
5029703,12646,40047,44263,96956
5029704,9885,38514,39479,87878
5029705,7870,24922,27546,60338
5029706,4788,17736,18688,41212
5029707,3136,9930,10976,24042
5029708,5161,16345,18066,39572
5029709,4712,15328,16378,36418
5029710,16991,53806,59469,130266
5029711,3411,11354,11388,26153
5029712,3644,9525,2954,16123
50298,840,4056,3655,8551
50903_AM,1131,3429,1015,5575
5100101,1670,7981,4454,14105
5100102,1135,5425,3028,9588
5100103,1907,9111,5085,16103
5100104,2518,12031,6715,21264
5100105,1183,5654,3156,9993
5100106,1508,7207,4023,12738
5200101_AD,234,3346,2055,5635
5200102,215,3077,1889,5181
5200104,375,5348,3283,9006
5200105,651,9280,5698,15629
5200106,223,3182,1954,5359
5200107,564,8050,4942,13556
5200108,1258,17937,11014,30209
